Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/24/24,3/13/22,3/19/22,By Week,2022,,11,3/19/22,Washington,53,1256,108,84,29,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/20/22,3/26/22,By Week,2022,,12,3/26/22,Washington,44,1221,103,70,20,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/27/22,4/2/22,By Week,2022,,13,4/2/22,Washington,20,1209,109,52,10,0,62,
10/24/24,4/3/22,4/9/22,By Week,2022,,14,4/9/22,Washington,24,1243,108,67,12,,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/10/22,4/16/22,By Week,2022,,15,4/16/22,Washington,33,1280,114,65,17,0,81,
10/24/24,4/17/22,4/23/22,By Week,2022,,16,4/23/22,Washington,29,1219,113,67,11,0,85,
10/24/24,4/24/22,4/30/22,By Week,2022,,17,4/30/22,Washington,31,1250,121,67,,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/22,5/7/22,By Week,2022,,18,5/7/22,Washington,27,1262,116,63,,0,81,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/8/22,5/14/22,By Week,2022,,19,5/14/22,Washington,40,1223,113,65,17,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/15/22,5/21/22,By Week,2022,,20,5/21/22,Washington,31,1232,113,79,12,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/22/22,5/28/22,By Week,2022,,21,5/28/22,Washington,56,1238,122,95,28,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/29/22,6/4/22,By Week,2022,,22,6/4/22,Washington,51,1282,122,91,28,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/5/22,6/11/22,By Week,2022,,23,6/11/22,Washington,58,1217,115,82,26,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/12/22,6/18/22,By Week,2022,,24,6/18/22,Washington,55,1235,120,90,24,0,121,
10/24/24,6/19/22,6/25/22,By Week,2022,,25,6/25/22,Washington,61,1259,122,81,25,0,117,
10/24/24,6/26/22,7/2/22,By Week,2022,,26,7/2/22,Washington,69,1269,121,73,27,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/3/22,7/9/22,By Week,2022,,27,7/9/22,Washington,65,1342,126,80,29,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/10/22,7/16/22,By Week,2022,,28,7/16/22,Washington,66,1238,116,87,30,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/17/22,7/23/22,By Week,2022,,29,7/23/22,Washington,84,1237,119,95,30,,149,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/24/22,7/30/22,By Week,2022,,30,7/30/22,Washington,71,1341,132,69,24,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/31/22,8/6/22,By Week,2022,,31,8/6/22,Washington,73,1249,121,82,32,0,123,
10/24/24,8/7/22,8/13/22,By Week,2022,,32,8/13/22,Washington,69,1314,126,90,31,0,128,
10/24/24,8/14/22,8/20/22,By Week,2022,,33,8/20/22,Washington,61,1287,125,73,26,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/21/22,8/27/22,By Week,2022,,34,8/27/22,Washington,45,1233,123,88,23,0,110,
10/24/24,8/28/22,9/3/22,By Week,2022,,35,9/3/22,Washington,59,1268,124,64,28,0,95,
10/24/24,9/4/22,9/10/22,By Week,2022,,36,9/10/22,Washington,54,1292,123,89,26,0,117,
10/24/24,9/11/22,9/17/22,By Week,2022,,37,9/17/22,Washington,39,1237,123,79,17,0,101,
10/24/24,9/18/22,9/24/22,By Week,2022,,38,9/24/22,Washington,49,1289,125,83,21,0,111,
10/24/24,9/25/22,10/1/22,By Week,2022,,39,10/1/22,Washington,31,1193,117,67,12,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/2/22,10/8/22,By Week,2022,,40,10/8/22,Washington,43,1245,119,73,18,0,98,
10/24/24,10/9/22,10/15/22,By Week,2022,,41,10/15/22,Washington,33,1230,113,73,12,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/16/22,10/22/22,By Week,2022,,42,10/22/22,Washington,38,1161,109,61,15,0,84,
10/24/24,10/23/22,10/29/22,By Week,2022,,43,10/29/22,Washington,34,1212,109,74,11,0,97,
10/24/24,10/30/22,11/5/22,By Week,2022,,44,11/5/22,Washington,35,1281,116,77,18,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/6/22,11/12/22,By Week,2022,,45,11/12/22,Washington,37,1343,122,84,16,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/13/22,11/19/22,By Week,2022,,46,11/19/22,Washington,38,1292,118,87,15,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/20/22,11/26/22,By Week,2022,,47,11/26/22,Washington,41,1412,130,86,14,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/27/22,12/3/22,By Week,2022,,48,12/3/22,Washington,63,1508,137,94,20,31,166,
10/24/24,12/4/22,12/10/22,By Week,2022,,49,12/10/22,Washington,66,1526,140,98,26,49,185,
10/24/24,12/11/22,12/17/22,By Week,2022,,50,12/17/22,Washington,73,1551,136,101,21,59,209,
10/24/24,12/18/22,12/24/22,By Week,2022,,51,12/24/22,Washington,65,1526,133,110,27,42,186,
10/24/24,12/25/22,12/31/22,By Week,2022,,52,12/31/22,Washington,69,1521,133,133,35,34,200,
10/24/24,1/1/23,1/7/23,By Week,2023,,1,1/7/23,Washington,54,1525,122,108,19,36,177,
10/24/24,1/8/23,1/14/23,By Week,2023,,2,1/14/23,Washington,58,1463,112,106,24,28,167,
10/24/24,1/15/23,1/21/23,By Week,2023,,3,1/21/23,Washington,40,1296,103,81,14,10,117,
10/24/24,1/22/23,1/28/23,By Week,2023,,4,1/28/23,Washington,44,1319,107,85,20,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/29/23,2/4/23,By Week,2023,,5,2/4/23,Washington,40,1330,113,88,10,,122,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/5/23,2/11/23,By Week,2023,,6,2/11/23,Washington,51,1288,109,102,26,,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/12/23,2/18/23,By Week,2023,,7,2/18/23,Washington,43,1280,106,89,26,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/19/23,2/25/23,By Week,2023,,8,2/25/23,Washington,45,1297,111,78,20,,105,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/26/23,3/4/23,By Week,2023,,9,3/4/23,Washington,38,1342,114,89,18,0,109,
10/24/24,3/5/23,3/11/23,By Week,2023,,10,3/11/23,Washington,32,1336,116,74,17,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/12/23,3/18/23,By Week,2023,,11,3/18/23,Washington,36,1294,111,68,14,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/19/23,3/25/23,By Week,2023,,12,3/25/23,Washington,40,1281,108,80,14,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/26/23,4/1/23,By Week,2023,,13,4/1/23,Washington,45,1300,118,67,19,0,93,
10/24/24,4/2/23,4/8/23,By Week,2023,,14,4/8/23,Washington,45,1360,118,89,21,0,113,
10/24/24,4/9/23,4/15/23,By Week,2023,,15,4/15/23,Washington,32,1213,108,69,15,0,86,
10/24/24,4/16/23,4/22/23,By Week,2023,,16,4/22/23,Washington,28,1296,120,91,10,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/23/23,4/29/23,By Week,2023,,17,4/29/23,Washington,24,1300,126,69,10,0,83,
10/24/24,4/30/23,5/6/23,By Week,2023,,18,5/6/23,Washington,31,1208,111,72,16,0,87,
10/24/24,5/7/23,5/13/23,By Week,2023,,19,5/13/23,Washington,10,1213,112,66,,0,72,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/14/23,5/20/23,By Week,2023,,20,5/20/23,Washington,22,1169,107,74,12,0,84,
10/24/24,5/21/23,5/27/23,By Week,2023,,21,5/27/23,Washington,13,1223,121,77,,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/28/23,6/3/23,By Week,2023,,22,6/3/23,Washington,13,1169,111,53,,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/4/23,6/10/23,By Week,2023,,23,6/10/23,Washington,13,1191,112,55,,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/11/23,6/17/23,By Week,2023,,24,6/17/23,Washington,11,1196,116,59,,0,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/18/23,6/24/23,By Week,2023,,25,6/24/23,Washington,18,1216,118,63,10,0,71,
10/24/24,6/25/23,7/1/23,By Week,2023,,26,7/1/23,Washington,11,1153,110,45,,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/2/23,7/8/23,By Week,2023,,27,7/8/23,Washington,11,1173,110,55,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/9/23,7/15/23,By Week,2023,,28,7/15/23,Washington,18,1224,114,59,,0,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/16/23,7/22/23,By Week,2023,,29,7/22/23,Washington,,1159,112,68,,0,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/23/23,7/29/23,By Week,2023,,30,7/29/23,Washington,10,1184,116,46,,0,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/30/23,8/5/23,By Week,2023,,31,8/5/23,Washington,16,1231,119,55,,0,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/6/23,8/12/23,By Week,2023,,32,8/12/23,Washington,20,1180,114,41,,,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/13/23,8/19/23,By Week,2023,,33,8/19/23,Washington,27,1205,117,53,16,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/20/23,8/26/23,By Week,2023,,34,8/26/23,Washington,21,1194,119,59,11,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/27/23,9/2/23,By Week,2023,,35,9/2/23,Washington,36,1204,118,68,18,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/3/23,9/9/23,By Week,2023,,36,9/9/23,Washington,36,1223,116,78,21,,94,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/10/23,9/16/23,By Week,2023,,37,9/16/23,Washington,27,1236,123,80,18,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/17/23,9/23/23,By Week,2023,,38,9/23/23,Washington,30,1235,120,60,13,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/24/23,9/30/23,By Week,2023,,39,9/30/23,Washington,33,1250,122,76,19,0,90,
10/24/24,10/1/23,10/7/23,By Week,2023,,40,10/7/23,Washington,31,1282,122,77,13,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/8/23,10/14/23,By Week,2023,,41,10/14/23,Washington,28,1231,113,75,13,0,90,
10/24/24,10/15/23,10/21/23,By Week,2023,,42,10/21/23,Washington,31,1290,121,80,11,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/22/23,10/28/23,By Week,2023,,43,10/28/23,Washington,32,1191,107,65,12,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/29/23,11/4/23,By Week,2023,,44,11/4/23,Washington,30,1316,119,82,13,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/5/23,11/11/23,By Week,2023,,45,11/11/23,Washington,22,1214,111,66,10,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/12/23,11/18/23,By Week,2023,,46,11/18/23,Washington,25,1311,120,76,12,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/19/23,11/25/23,By Week,2023,,47,11/25/23,Washington,21,1293,119,70,11,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/26/23,12/2/23,By Week,2023,,48,12/2/23,Washington,31,1296,117,77,10,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/3/23,12/9/23,By Week,2023,,49,12/9/23,Washington,38,1394,128,84,14,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/10/23,12/16/23,By Week,2023,,50,12/16/23,Washington,28,1246,109,85,17,,101,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/17/23,12/23/23,By Week,2023,,51,12/23/23,Washington,36,1323,115,87,15,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/24/23,12/30/23,By Week,2023,,52,12/30/23,Washington,35,1355,118,80,19,13,109,
10/24/24,12/31/23,1/6/24,By Week,2024,,1,1/6/24,Washington,36,1360,109,91,14,15,128,
10/24/24,1/1/20,1/31/20,By Month,2020,1,,,California,,25761,96,2028,,274,2302,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/1/20,2/29/20,By Month,2020,2,,,California,,23827,105,1845,0,296,2143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/20,3/31/20,By Month,2020,3,,,California,279,25122,103,2242,149,189,2561,
10/24/24,4/1/20,4/30/20,By Month,2020,4,,,California,2021,25624,116,2907,1156,31,3803,
10/24/24,5/1/20,5/31/20,By Month,2020,5,,,California,2238,24942,113,2578,1222,,3599,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/20,6/30/20,By Month,2020,6,,,California,2065,23991,113,2329,1096,,3302,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/20,7/31/20,By Month,2020,7,,,California,3890,27374,129,3460,2136,,5214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/20,8/31/20,By Month,2020,8,,,California,3762,27536,131,3399,2150,,5012,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/20,9/30/20,By Month,2020,9,,,California,2071,24491,118,2355,1172,0,3254,
10/24/24,10/1/20,10/31/20,By Month,2020,10,,,California,1463,24538,113,2058,817,,2707,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/20,11/30/20,By Month,2020,11,,,California,2580,26528,122,2745,1393,,3934,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/20,12/31/20,By Month,2020,12,,,California,13207,41098,168,9090,7498,11,14802,
10/24/24,1/1/21,1/31/21,By Month,2021,1,,,California,20066,48157,180,13803,12191,16,21689,
10/24/24,2/1/21,2/28/21,By Month,2021,2,,,California,7715,30048,133,6267,4961,11,9029,
10/24/24,3/1/21,3/31/21,By Month,2021,3,,,California,2339,26800,110,2777,1442,,3677,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/1/21,4/30/21,By Month,2021,4,,,California,1008,23284,105,1719,552,,2176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/21,5/31/21,By Month,2021,5,,,California,695,23510,107,1527,366,,1858,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/21,6/30/21,By Month,2021,6,,,California,450,22741,107,1353,229,0,1574,
10/24/24,7/1/21,7/31/21,By Month,2021,7,,,California,822,23776,112,1624,465,,1981,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/21,8/31/21,By Month,2021,8,,,California,3413,27135,129,3425,2128,,4710,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/21,9/30/21,By Month,2021,9,,,California,4265,27317,132,4136,2891,,5512,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/21,10/31/21,By Month,2021,10,,,California,2780,27232,125,3151,1851,,4082,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/21,11/30/21,By Month,2021,11,,,California,2428,25845,119,2955,1578,,3808,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/21,12/31/21,By Month,2021,12,,,California,2352,28835,118,3155,1495,,4019,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/1/22,1/31/22,By Month,2022,1,,,California,6853,34945,131,5587,3918,20,8538,
10/24/24,2/1/22,2/28/22,By Month,2022,2,,,California,4976,28613,126,4343,2946,12,6379,
10/24/24,3/1/22,3/31/22,By Month,2022,3,,,California,1494,25536,104,2139,791,,2847,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/1/22,4/30/22,By Month,2022,4,,,California,522,23323,105,1452,211,,1770,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/22,5/31/22,By Month,2022,5,,,California,614,24199,110,1500,226,23,1910,
10/24/24,6/1/22,6/30/22,By Month,2022,6,,,California,952,23929,113,1528,373,51,2155,
10/24/24,7/1/22,7/31/22,By Month,2022,7,,,California,1576,25331,119,1798,593,13,2793,
10/24/24,8/1/22,8/31/22,By Month,2022,8,,,California,1394,25171,120,1738,501,,2635,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/22,9/30/22,By Month,2022,9,,,California,920,24404,118,1614,361,,2178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/22,10/31/22,By Month,2022,10,,,California,596,24062,110,1488,221,21,1882,
10/24/24,11/1/22,11/30/22,By Month,2022,11,,,California,848,25990,119,1871,323,128,2521,
10/24/24,12/1/22,12/31/22,By Month,2022,12,,,California,1712,30093,123,2721,714,385,4085,
10/24/24,1/1/23,1/31/23,By Month,2023,1,,,California,1335,28264,106,2429,550,134,3331,
10/24/24,2/1/23,2/28/23,By Month,2023,2,,,California,759,24769,109,1949,319,16,2404,
10/24/24,3/1/23,3/31/23,By Month,2023,3,,,California,723,26692,109,1942,307,15,2371,
10/24/24,4/1/23,4/30/23,By Month,2023,4,,,California,493,24536,111,1683,189,10,1996,
10/24/24,5/1/23,5/31/23,By Month,2023,5,,,California,375,23954,109,1558,142,10,1801,
10/24/24,6/1/23,6/30/23,By Month,2023,6,,,California,305,23051,109,1527,125,12,1718,
10/24/24,7/1/23,7/31/23,By Month,2023,7,,,California,284,23582,111,1460,110,,1637,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/23,8/31/23,By Month,2023,8,,,California,428,23676,113,1443,191,,1687,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/23,9/30/23,By Month,2023,9,,,California,591,23018,111,1567,258,13,1911,
10/24/24,10/1/23,10/19/24,By Month,2023,10,,,California,454,24089,110,1566,200,14,1834,
10/24/24,11/1/23,11/30/23,By Month,2023,11,,,California,471,24652,113,1752,212,47,2057,
10/24/24,12/1/23,12/31/23,By Month,2023,12,,,California,764,27380,112,2267,340,194,2878,
10/24/24,1/1/20,1/31/20,By Month,2020,1,,,Florida,0,19488,101,1134,0,150,1284,
10/24/24,2/1/20,2/29/20,By Month,2020,2,,,Florida,0,18214,105,1140,0,130,1270,
10/24/24,3/1/20,3/31/20,By Month,2020,3,,,Florida,191,19683,105,1514,106,101,1699,
10/24/24,4/1/20,4/30/20,By Month,2020,4,,,Florida,1311,19211,110,1908,691,31,2554,
10/24/24,5/1/20,5/31/20,By Month,2020,5,,,Florida,1131,19097,111,1585,571,14,2156,
10/24/24,6/1/20,6/30/20,By Month,2020,6,,,Florida,1083,18806,114,1507,548,,2043,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/20,7/31/20,By Month,2020,7,,,Florida,4980,23959,144,3502,2486,11,6001,
10/24/24,8/1/20,8/31/20,By Month,2020,8,,,Florida,4787,23544,143,3785,2792,10,5783,
10/24/24,9/1/20,9/30/20,By Month,2020,9,,,Florida,2023,19525,120,2180,1202,,3005,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/20,10/31/20,By Month,2020,10,,,Florida,1410,19375,115,1827,833,,2405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/20,11/30/20,By Month,2020,11,,,Florida,1767,19318,114,2148,1180,12,2742,
10/24/24,12/1/20,12/31/20,By Month,2020,12,,,Florida,3145,22885,124,3207,2077,18,4288,
10/24/24,1/1/21,1/31/21,By Month,2021,1,,,Florida,5022,24928,129,4526,3363,,6192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/1/21,2/28/21,By Month,2021,2,,,Florida,3202,20961,121,3158,2150,,4216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/1/21,3/31/21,By Month,2021,3,,,Florida,1829,20627,111,2292,1261,,2864,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/1/21,4/30/21,By Month,2021,4,,,Florida,1513,19807,114,1983,1018,,2482,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/21,5/31/21,By Month,2021,5,,,Florida,1327,20060,116,1833,935,,2229,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/1/21,6/30/21,By Month,2021,6,,,Florida,834,18953,115,1493,565,,1763,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/1/21,7/31/21,By Month,2021,7,,,Florida,1997,21061,126,2394,1313,,3082,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/21,8/31/21,By Month,2021,8,,,Florida,10407,30213,184,8392,7313,,11488,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/1/21,9/30/21,By Month,2021,9,,,Florida,8335,26993,166,6866,5812,,9393,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/21,10/31/21,By Month,2021,10,,,Florida,2657,21424,127,2880,1801,,3738,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/21,11/30/21,By Month,2021,11,,,Florida,889,19299,114,1564,582,,1876,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/1/21,12/31/21,By Month,2021,12,,,Florida,863,20501,111,1614,513,22,1983,
10/24/24,1/1/22,1/31/22,By Month,2022,1,,,Florida,4615,25556,133,4154,2904,31,5889,
10/24/24,2/1/22,2/28/22,By Month,2022,2,,,Florida,3458,21708,125,3128,2110,17,4490,
10/24/24,3/1/22,3/31/22,By Month,2022,3,,,Florida,1111,20503,110,1660,584,22,2208,
10/24/24,4/1/22,4/30/22,By Month,2022,4,,,Florida,456,18634,107,1163,184,10,1442,
10/24/24,5/1/22,5/31/22,By Month,2022,5,,,Florida,537,19181,111,1256,231,19,1579,
10/24/24,6/1/22,6/30/22,By Month,2022,6,,,Florida,1017,19201,117,1438,438,51,2067,
10/24/24,7/1/22,7/31/22,By Month,2022,7,,,Florida,1456,19811,119,1610,609,18,2472,
10/24/24,8/1/22,8/31/22,By Month,2022,8,,,Florida,1481,19949,121,1629,663,16,2458,
10/24/24,9/1/22,9/30/22,By Month,2022,9,,,Florida,951,18788,116,1321,402,11,1881,
10/24/24,10/1/22,10/31/22,By Month,2022,10,,,Florida,632,19592,116,1354,269,15,1731,
10/24/24,11/1/22,11/30/22,By Month,2022,11,,,Florida,498,18856,111,1247,220,64,1584,
10/24/24,12/1/22,12/31/22,By Month,2022,12,,,Florida,700,20814,112,1645,359,124,2103,
10/24/24,1/1/23,1/31/23,By Month,2023,1,,,Florida,992,22024,114,1907,526,137,2502,
10/24/24,2/1/23,2/28/23,By Month,2023,2,,,Florida,665,18696,108,1447,332,37,1813,
10/24/24,3/1/23,3/31/23,By Month,2023,3,,,Florida,460,20313,109,1346,202,34,1636,
10/24/24,4/1/23,4/30/23,By Month,2023,4,,,Florida,354,18954,109,1252,156,17,1466,
10/24/24,5/1/23,5/31/23,By Month,2023,5,,,Florida,295,18988,110,1188,131,18,1367,
10/24/24,6/1/23,6/30/23,By Month,2023,6,,,Florida,302,18391,112,1117,131,11,1299,
10/24/24,7/1/23,7/31/23,By Month,2023,7,,,Florida,340,19302,116,1105,161,19,1302,
10/24/24,8/1/23,8/31/23,By Month,2023,8,,,Florida,591,19211,117,1326,289,18,1644,
10/24/24,9/1/23,9/30/23,By Month,2023,9,,,Florida,615,18432,114,1305,319,26,1623,
10/24/24,10/1/23,10/19/24,By Month,2023,10,,,Florida,395,18942,112,1235,205,27,1451,
10/24/24,11/1/23,11/30/23,By Month,2023,11,,,Florida,282,18406,109,1253,129,55,1453,
10/24/24,12/1/23,12/31/23,By Month,2023,12,,,Florida,282,20274,110,1415,127,116,1682,
10/24/24,1/1/20,1/31/20,By Month,2020,1,,,New York,,9285,97,790,0,65,856,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/1/20,2/29/20,By Month,2020,2,,,New York,,8523,103,652,,81,736,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
